Sumber_Video,Komentar,Nomor,text_clean,Label_Angka,Label_Teks
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,aduh udh lama nunggu nya naik pulak hemm,11,aduh lama nunggu mahal pulak hemm,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,Aduuuhhh pak pak,12,aduuuhhh pak,-1,Negatif
https://www.tiktok.com/@kompascom/video/7566266810098666759?q=tarif%20transjakarta%20naik&t=1763734074101,bisa aee pak gubernur ini...mknya pak uang jgn diendepin di Bank..DKI Jakarta 14T loch di Bank...jgn Bebani rakyat lg pak...,13,aee gubernur mknya uang jangan diendepin bank jakarta jakarta loch bank jangan beban rakyat lg,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,"Agra Pramana lestari pelayanannya jg hrus d perbaiki,karyawannya PD songong2,klau d tanya pad judes 11-2 0 Reply",14,agra pramana lestari layan jg hrus baik karyawannya pd songong klau tanya pad judes reply,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,agus siswanto Gak transparan atau loenya yang kudet... 10-26 18 Reply,15,agus siswanto tidak transparan loenya kudet reply,-1,Negatif
https://www.tiktok.com/@kompascom/video/7566266810098666759?q=tarif%20transjakarta%20naik&t=1763734074101,ah masa tu segitu tarifnya harus duduk pak sampe tujuan... perbaiki dl pak fasilitasnya sama mesin tap in tap outnya,16,ah masa tu segitu tarif duduk sampe tuju baik dl fasilitas sama mesin tempel in tempel outnya,-1,Negatif
https://www.tiktok.com/@liputan6.sctv/video/7565790379098836245?q=tarif%20transjakarta&t=1763737147719,ah mending naek ojol kalo gitu,17,ah mending naek ojek online kalau gitu,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,ah ada ada aja satu belum selesai udah ada lg yg naik,18,ah satu belum selesai udah ada lg mahal,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,ah tetep aja ngerugiin gw,19,ah tetep ngerugiin,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,ai lagi.,20,ai,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,yah ai bete gwe,21,ai bete gwe,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,"Ai 🐬💙 mestinya kek kereta commuter line sih, tarifnya variasi nyesuain sm jarak 10-26 1 Reply",22,ai mesti kek kereta kereta line tarif variasi nyesuain sm jarak reply,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,ai terosssss,23,ai terosssss,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,@grzm @syifaajaaa aihh😭,24,aihh,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,aisahamar dah kita motoran lagi aja 11-1 4 Reply,25,aisahamar dah motor saja reply,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,5000 ajah berat apalagi 7000 naik kereta ajah,26,ajah berat mahal kereta ajah,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,dia ajah gak pernah naik TJ secara rutin 💀,27,ajah tidak pernah mahal transjakarta rutin,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,"pelajar grts,keponakan saya berbayar sekolah tiap hr naek tj 😆",28,ajar grts keponakan bayar sekolah tiap hr naek transjakarta,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,pelajar dan mahasiswa bagaimana caranya bisa gratis?,29,ajar mahasiswa bagaimana cara cuma cuma,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,"pelajar dan mahasiswa lah.. masa ortu nya udh kena anak nya juga, wah sehari buat transpot 1keluarga aja udh 50+ dong",30,ajar mahasiswa lah masa ortu sudah kena anak juga wah hari buat transpot keluarga sudah,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,belajar sama Anis Baswedan pak,31,ajar sama anis baswedan,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,ak aj tarif 3.500 sering kepotong nya 2-3x lipat,32,ak aj harga sering potong x lipat,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,ini akal akalan biar bikin kartu lagi?😅,33,akal akal bikin kartu,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,akibat purbaya ...,34,akibat purbaya,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,"untuk aktivasi kerja harian, berangkat 5000 pulang 5000.hm...sebanding gak ya kalo bawa motor sendiri, lebih efisien waktu, dan cepat sampai.",35,aktivasi kerja hari berangkat pulang hm banding tidak kalau bawa motor sendiri lebih efisien waktu cepat,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,akukikaaa Buat karyawan yg di bawah umr. Ini berat. Tujuan naik transjakarta pulang pergi walaupun jaraknya kantor ke rumah jauh juga dibelain. Karna terbantu transjakarta😭😭 10-26 0 Reply,36,akukikaaa buat karyawan di bawah umr berat tuju mahal transjakarta pulang pergi walaupun jarak kantor rumah jauh bain bantu transjakarta reply,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269,"Alamakk 3,500 aj udah menngis malah jadi 5 rb🗿 klo bolak balik beda tmpat dlm satu hari sangat menyala udah mending beli bensin",37,alamakk aj udah menngis malah jadi rb kalau bolak balik beda tmpat dlm satu hari sangat nyala udah mending beli bensin,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269,ALAMAKKK JANGAN DONG,38,alamakkk jangan,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269,alamat macet lg jalanan,39,alamat padat lg jalan,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,"alasan ASN digratiskan apa yang mulia? mereka aja hengponnya ipon kok, liburan pd ke LN masa naik TJ jg digratisin",40,alas asn gratis apa mulia saja hengponnya ipon libur pd ln masa mahal transjakarta jg digratisin,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269,"Alasannya per orang udah ditanggung pemda DKI, LAH KENAPA LU GAK NANGGUNG PER KM BENSINNNN? MALAH ORANG??? 😂😂😂😂😂😂",41,alas per orang udah tanggung pemda jakarta lah kamu tidak nanggung per km bensinnnn malah orang,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,"Alexa Lim inflasi!! Ampe sekarang gub jakarta ga mau transparan soal apbd yg hampir 90t yah di kemanain aja tiba"" akhir tahun sisa 14.5 t yg ngendap d bank aja 😂 10-26 1 Reply",42,alexa lim inflasi ampe sekarang gubernur jakarta tidak mau transparan soal apbd hampir yah kemanain tiba akhir tahun sisa yang ngendap bank reply,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269,beralih ke motor klo gt soalnya janjinya dulu gratis 😁,43,alih motor kalau gt soal janji dulu cuma cuma,-1,Negatif
https://www.tiktok.com/@liputan6.sctv/video/7565790379098836245?q=tarif%20transjakarta&t=1763737147719,beralih ke motor lg...,44,alih motor lg,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,"Ya Allah. Dompet kita, makin ke sana main nya.",45,allah dompet makin sana main,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,ya allah gaji 3jt blm potongan tiap bln blm naek tj goceng berasa bgt😭,46,allah gaji jt belum potong tiap bln belum naek transjakarta goceng asa,-1,Negatif
https://www.tiktok.com/@kompascom/video/7566266810098666759?q=tarif%20transjakarta%20naik&t=1763734074101,"ya Allah gmna saya rakyat kecil, hi-dup sudah susah di tambah susah, jakarta memang kejam😭😭",47,allah gmna rakyat kecil hi dup susah tambah susah jakarta memang kejam,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,ya allah gue pp jadi mahal banget 😭,48,allah gue pp jadi mahal,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269,Ya allah jadi naik,49,allah jadi mahal,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,ya allah jgn naik kek..ank gw lg magang.kan gk dpt gaji..kasian gw emaknye ini,50,allah jangan mahal kek ank lg magang tidak dpt gaji kasi emaknye,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,ya allah jangan naik kek gaji gw kecil bgt 😭😭😭😭,51,allah jangan mahal kek gaji kecil,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,"ya Allah pak ..kenapa malah ngebebani warga,masa harga TJ jd 7000,kasian pak yg para pelajar menggunakan tj,org tua nya jd beban",52,allah kenapa malah ngebebani warga masa harga transjakarta kasi yang ajar guna transjakarta org tua jd beban,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,ya allah knp hrs naik siih 😭,53,allah knp hrs mahal siih,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,ya allah padahal angkutan uang rakyat yg di subsidi malah naik zalim zalim,54,allah padahal angkut uang rakyat di subsidi malah mahal zalim zalim,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,ya Allah please jangan naik apa 😞,55,allah please jangan mahal apa,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,ya Allah ... dari saya kerja 2013 baru naik 😭.tapi jangan naik siii . .. tapi perbanyak ya armada nya jgn nungguin lama .😁,56,allah saya kerja baru mahal tapi jangan mahal siii tapi banyak armada jangan nungguin lama,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,ya Allah smga dpt pekerjaan bosen nganggur,57,allah smga dpt kerja bosen nganggur,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,demi allah ga iklas,58,allah tidak iklas,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,"ya allah zaman pak anise jaklingko aja digratiskan dan kalau ada salah sampe dihujat se indonesia, apa kabar dengan ini? tolonglah pak saya sebagai pengguna tj sangat terasa bebanny.",59,allah zaman anise mikrotrans gratis kalau salah sampe hujat se indonesia apa kabar ini tolong saya guna transjakarta sangat asa bebanny,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,ya allaj mahal bgt pak ga kasian apa sm yg ga krj,60,allaj mahal pak tidak kasi apa sm tidak krj,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,"😭😭😭 alokasikan subsidi mobil listrik pribadi ke angkutan umum please, lebih tepat sasaran. bukannya negara atau kota yg maju itu yg rakyatnya banyak naik transum yaaa",61,alokasi subsidi mobil listrik pribadi angkut umum please lebih tepat sasar bukan negara kota maju yang rakyat banyak mahal transum yaaa,-1,Negatif
https://www.tiktok.com/@kompascom/video/7566266810098666759?q=tarif%20transjakarta%20naik&t=1763734074101,always krl dari bojong indah ke sudirman cuman 3ribu wkwkwkwkwk,62,always kereta bojong indah sudirman cuman ribu wkwkwkwkwk,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,Gw ambil motor aja deh! Apalagi area jaksel naik tj mpet2'an masi nafas aja udh alhamdulilah,63,ambil motor deh area jaksel mahal transjakarta mpet an mas nafas sudah alhamdulilah,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,ya ammpunn mahall amatt,64,ammpunn mahall amatt,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,ya ampun bpk aja yg gajinya di kurangin trs disumbangin ke tj gmne😁,65,ampun bpk yang gaji rangin trs disumbangin transjakarta gmne,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,Ampun dah,66,ampun dah,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,ampun bgt pak 🙏,67,ampun pak,-1,Negatif
https://www.tiktok.com/@kompascom/video/7566266810098666759?q=tarif%20transjakarta%20naik&t=1763734074101,lagi an 3500 Aj Masih Mahal.. Yang di bener to kartu nya kenapa ga bisa kartu krl di gunakan di busway,68,an aj mahal bener to kartu kenapa tidak kartu kereta guna di transjakarta,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,anaaa jangannn😭😭 gua senin sampe minggu pake ini gua anak Rantau it mahall pliss😭 10-26 1 Reply,69,anaaa jangannn senin sampe minggu pake saya anak rantau it mahall pliss reply,-1,Negatif
https://www.tiktok.com/@liputan6.sctv/video/7565790379098836245?q=tarif%20transjakarta&t=1763737147719,Setidaknya anak kuliahan di gratis kan lah 😭,70,anak kuliah cuma cuma lah,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,anak kuliah gratis plis duitnya harus di irit²😭😭😭,71,anak kuliah cuma cuma plis duit di irit,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,anak ssya tiap hari naik tj.dari naik sampe turun berdiri. mau di naikin lagi.,72,anak ssya tiap hari mahal transjakarta mahal sampe murah diri mau naikin,-1,Negatif
https://www.tiktok.com/@kompascom/video/7566266810098666759?q=tarif%20transjakarta%20naik&t=1763734074101,"ancang2 beli mtor ke jakpus, biar nambah rugi krna macet tu jakarta",73,ancang beli mtor jakpus nambah rugi krna padat tu jakarta,-1,Negatif
https://www.tiktok.com/@liputan6.sctv/video/7565790379098836245?q=tarif%20transjakarta&t=1763737147719,andai uang rakyat tdk dikorupsi....subsidi2 pasti tdk jd masalah krn itu hak rakyat,74,andai uang rakyat tidak korupsi subsidi tidak masalah itu hak rakyat,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,"Andre Hutauruk duit gaji itu ga ikut inflasi ya jadi kenaikan gaji tidak ada, “inflasi cuma terjadi pada uang anggaran”, inget baik” penduduk jkt 10-27 0 Reply",75,andre hutauruk duit gaji tidak ikut inflasi jadi naik gaji tidak inflasi cuma jadi uang anggar inget baik duduk jkt reply,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,andrianisftr masalahnya skrg tj tuh banyakk yg non brt jugaa jadi kudu tap 2x sekali jalann itu aja udah cukup beratt karena jadi bayar 7k masaa inii jadi 10k dan pp jadi 20k sendirii seharinyaa woww sihh 10-29 0 Reply,76,andrianisftr masalah skrg transjakarta banyakk non brt jugaa jadi kudu tempel x sekali jalann saja udah cukup beratt jadi bayar k masaa ini jadi k pp jadi k sendiri seharinyaa woww sihh reply,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,"ane gaji dengan dibawah UMR ini kerasa berat sih, apalagi ane transit 2x tiap hari PP lagi misquen dh gua gaji cuman buat ongkos😭",77,ane gaji bawah umr rasa berat apalagi ane transit x tiap hari pp misquen saya gaji cuman buat harga,-1,Negatif
https://www.tiktok.com/@liputan6.sctv/video/7565790379098836245?q=tarif%20transjakarta&t=1763737147719,aneh!!!,78,aneh,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,"aneh bgt ASN, TNI POLRI dikasih gratis. mereka gaji udah gede, tunjangan aman. yang dikasih gratis tuh warga kurang mampu.",79,aneh asn tni polri kasih cuma cuma gaji udah gede tunjang aman kasih cuma cuma warga kurang mampu,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,anggaran DKI paling gede subsidi gitu aja masa gak bisa,80,anggar jakarta paling gede subsidi gitu masa tidak,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,anggaran jkt lebih banyak kan pak drpd bogor dan daerah lainnya. kek gada kerjaan naik2in tarif.,81,anggar jkt lebih banyak pak drpd bogor daerah lain kek gada kerja naikin harga,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269,"anggaran dari pusat di kurangi, Transjakarta yg di korbankan 😁",82,anggar pusat kurang transjakarta di korban,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,angginrlll plis masa pp kuliah jd 20rb😭 14rb udah berasa buat ongkos doang sehari 10-26 1 Reply,83,angginrlll plis masa pp kuliah rb rb udah asa buat harga doang hari reply,-1,Negatif
https://www.tiktok.com/@kompascom/video/7566266810098666759?q=tarif%20transjakarta%20naik&t=1763734074101,yang pengangguran juga donk asn kan ada penghasilan tunjangan transportation,84,anggur donk asn ada hasil tunjang transportation,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,"yg pengangguran yg hrs nya di gratisin, bukan ASN",85,anggur hrs di gratisin bukan asn,-1,Negatif
https://www.tiktok.com/@kompascom/video/7566266810098666759?q=tarif%20transjakarta%20naik&t=1763734074101,"AngkasaPraha🍉 Semestinya Transportasi Umum itu gratis, dan dibiayai dari pajak daerah. 10-27 0 Reply",86,angkasapraha mesti transportasi umum cuma cuma biaya pajak daerah reply,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,"angmes ♡ Maaf, buat yang pp tiap hari ini berat banget😔, bukannya gimana tapi... hah sudahlah 10-26 1 Reply",87,angmes maaf buat pp tiap hari berat bukan gimana tapi hah sudah reply,-1,Negatif
https://www.tiktok.com/@kompascom/video/7566266810098666759?q=tarif%20transjakarta%20naik&t=1763734074101,Anisaa mesin d halte suka eror tep kartu ga biss tau2 Tep potong 2x uhh 10-27 0 Reply,88,anisaa mesin halte suka eror tep kartu tidak biss tep potong x uhh reply,-1,Negatif
https://www.tiktok.com/@kompascom/video/7566266810098666759?q=tarif%20transjakarta%20naik&t=1763734074101,anj,89,anj,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,𝖆𝖗𝖌𝖆 KOK????? ANJ LAH 10-27 0 Reply,90,anj lah reply,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,anjay lah 🤡,91,anjay lah,-1,Negatif
https://www.tiktok.com/@liputan6.sctv/video/7565790379098836245?q=tarif%20transjakarta&t=1763737147719,anjay naek,92,anjay naek,-1,Negatif
https://www.tiktok.com/@liputan6.sctv/video/7565790379098836245?q=tarif%20transjakarta&t=1763737147719,anjerit basway nak 7000 ..naik 5000 aja berat bagi gaji yg cukup sih ga keberatan klo yg penghasilan nya pas Pasan. ..berat lah..ini mah lahan korupsi buat gubernur..,93,anjerit basway nak mahal berat gaji cukup tidak berat kalau hasil pas pas berat lah mah lahan korupsi buat gubernur,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,Anjiirrrrrr,94,anjiirrrrrr,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,anjiiyyyyy giliran gua naik tj naik @Meican ♉,95,anjiiyyyyy gilir mahal transjakarta mahal,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,"anjir bukannya turun malah naik harga,kasian yg pelajar naik busway😭😭",96,anjir bukan murah malah mahal harga kasi ajar mahal transjakarta,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,anjir lah,97,anjir lah,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,"anjirr lahhh, udah lama nunggu tj nya, malah naik tarif ny, gue sebagai pelajar bilek😭😭😭",98,anjirr lahhh udah lama nunggu transjakarta malah mahal harga gue ajar bilek,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269,"ank sy stiap hr ke sekolah naek tj 😭 plisss jgn naek dong tarifnya kan anak""sekolH banyak jg yg mau naek tj",99,ank stiap hr sekolah naek transjakarta plisss jangan naek tarif anak sekolh banyak jg mau naek transjakarta,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7566532914700176661?q=tarif%20transjakarta%20naik&t=1763731593269,anyinglah😭,100,anyinglah,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,apa yang bisa diharapkan dari pemerintah anj dng0 tl0l di negara ini😹,101,apa bisa harap perintah anj dng tll negara,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,apa kabar anak sekolah yg naik transum 😔😔,102,apa kabar anak sekolah mahal transum,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269,apa kabar anak sekolah yg pp sekolah naik transum 😔,103,apa kabar anak sekolah pp sekolah mahal transum,-1,Negatif
https://www.tiktok.com/@republikaonline/video/7565920229402971399?q=tarif%20transjakarta%20naik&t=1763731593269,apa kerja nyata gub ini???,104,apa kerja nyata gubernur,-1,Negatif
https://www.tiktok.com/@rozak.idx/photo/7565037699082554631?q=tarif%20transjakarta&t=1763737147719,apa2 naik apa gunanya gubernur ini,105,apa mahal apa guna gubernur,-1,Negatif
https://www.tiktok.com/@detikcom/video/7566891464819576080?q=tarif%20transjakarta%20naik&t=1763731593269,"apa"" naik.. trif tol naik, pajak naik, bbm naik, tp ttep rugi.. gatau duitnya kmana 😂",106,apa mahal trif tol mahal pajak mahal bbm mahal tapi ttep rugi gatau duit kmana,-1,Negatif
